period,eligibility_status,score_threshold,total_accounts,bad_accounts,good_accounts,cumulative_bad_accounts,cumulative_good_accounts,cumulative_bad_share,cumulative_good_share,ks_gap,data_layer,data_status,source_project,source_version,claim_boundary,as_of_period
2010-07,ELIGIBLE,0.1913770585553211,133,22,111,79,347,0.4968553459119497,0.3320574162679426,0.16479792964400708,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-07
2010-07,ELIGIBLE,0.1754251700680272,124,17,107,96,454,0.6037735849056604,0.43444976076555025,0.1693238241401101,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-07
2010-07,ELIGIBLE,0.1462936758463045,149,21,128,117,582,0.7358490566037735,0.5569377990430622,0.17891125756071136,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-07
2010-07,ELIGIBLE,0.1311719051026586,209,21,188,138,770,0.8679245283018868,0.7368421052631579,0.13108242303872897,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-07
2010-07,ELIGIBLE,0.0852319318273173,296,21,275,159,1045,1.0,1.0,0.0,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-07
2010-08,ELIGIBLE,0.3317074291315068,30,5,25,5,25,0.029069767441860465,0.024925224327018942,0.004144543114841522,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-08
2010-08,ELIGIBLE,0.2707462755231136,63,14,49,19,74,0.11046511627906977,0.07377866400797607,0.0366864522710937,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-08
2010-08,ELIGIBLE,0.2496591956255188,82,20,62,39,136,0.22674418604651161,0.13559322033898305,0.09115096570752856,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-08
2010-08,ELIGIBLE,0.2203391130888445,85,19,66,58,202,0.3372093023255814,0.20139581256231306,0.13581348976326832,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-08
2010-08,ELIGIBLE,0.2056294882353393,63,10,53,68,255,0.3953488372093023,0.2542372881355932,0.1411115490737091,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-08
2010-08,ELIGIBLE,0.1913770585553211,134,22,112,90,367,0.5232558139534884,0.3659022931206381,0.1573535208328503,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-08
2010-08,ELIGIBLE,0.1754251700680272,127,19,108,109,475,0.6337209302325582,0.47357926221335994,0.1601416680191982,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-08
2010-08,ELIGIBLE,0.1462936758463045,159,26,133,135,608,0.7848837209302325,0.6061814556331007,0.17870226529713185,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-08
2010-08,ELIGIBLE,0.1311719051026586,187,19,168,154,776,0.8953488372093024,0.773678963110668,0.12166987409863439,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-08
2010-08,ELIGIBLE,0.0852319318273173,245,18,227,172,1003,1.0,1.0,0.0,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-08
2010-09,ELIGIBLE,0.3317074291315068,24,3,21,3,21,0.014563106796116505,0.021363173957273652,0.006800067161157147,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-09
2010-09,ELIGIBLE,0.2707462755231136,45,11,34,14,55,0.06796116504854369,0.05595116988809766,0.012009995160446027,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-09
2010-09,ELIGIBLE,0.2496591956255188,96,23,73,37,128,0.1796116504854369,0.13021363173957273,0.049398018745864164,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-09
2010-09,ELIGIBLE,0.2203391130888445,82,13,69,50,197,0.24271844660194175,0.20040691759918616,0.04231152900275559,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-09
2010-09,ELIGIBLE,0.2056294882353393,72,12,60,62,257,0.30097087378640774,0.2614445574771109,0.03952631630929687,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-09
2010-09,ELIGIBLE,0.1913770585553211,126,25,101,87,358,0.4223300970873786,0.3641912512716175,0.05813884581576112,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-09
2010-09,ELIGIBLE,0.1754251700680272,112,22,90,109,448,0.529126213592233,0.4557477110885046,0.0733785025037284,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-09
2010-09,ELIGIBLE,0.1462936758463045,137,25,112,134,560,0.6504854368932039,0.5696846388606307,0.08080079803257323,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-09
2010-09,ELIGIBLE,0.1311719051026586,185,37,148,171,708,0.8300970873786407,0.7202441505595117,0.109852936819129,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-09
2010-09,ELIGIBLE,0.0852319318273173,310,35,275,206,983,1.0,1.0,0.0,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-09
2010-10,ELIGIBLE,0.3317074291315068,22,3,19,3,19,0.015873015873015872,0.01821668264621285,0.0023436667731969764,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-10
2010-10,ELIGIBLE,0.2707462755231136,66,23,43,26,62,0.13756613756613756,0.059443911792905084,0.07812222577323247,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-10
2010-10,ELIGIBLE,0.2496591956255188,81,8,73,34,135,0.17989417989417988,0.12943432406519656,0.050459855828983324,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-10
2010-10,ELIGIBLE,0.2203391130888445,95,19,76,53,211,0.2804232804232804,0.20230105465004794,0.07812222577323247,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-10
2010-10,ELIGIBLE,0.2056294882353393,62,14,48,67,259,0.3544973544973545,0.2483221476510067,0.10617520684634776,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-10
2010-10,ELIGIBLE,0.1913770585553211,126,24,102,91,361,0.48148148148148145,0.3461169702780441,0.13536451120343734,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-10
2010-10,ELIGIBLE,0.1754251700680272,125,30,95,121,456,0.6402116402116402,0.43720038350910834,0.2030112567025319,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-10
2010-10,ELIGIBLE,0.1462936758463045,146,17,129,138,585,0.7301587301587301,0.5608820709491851,0.16927665920954504,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-10
2010-10,ELIGIBLE,0.1311719051026586,219,25,194,163,779,0.8624338624338624,0.7468839884947267,0.11554987393913574,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-10
2010-10,ELIGIBLE,0.0852319318273173,290,26,264,189,1043,1.0,1.0,0.0,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-10
2010-11,ELIGIBLE,0.3317074291315068,17,3,14,3,14,0.017142857142857144,0.01334604385128694,0.0037968132915702033,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-11
2010-11,ELIGIBLE,0.2707462755231136,43,18,25,21,39,0.12,0.037178265014299335,0.08282173498570067,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-11
2010-11,ELIGIBLE,0.2496591956255188,99,20,79,41,118,0.2342857142857143,0.1124880838894185,0.12179763039629579,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-11
2010-11,ELIGIBLE,0.2203391130888445,72,19,53,60,171,0.34285714285714286,0.16301239275500476,0.1798447501021381,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-11
2010-11,ELIGIBLE,0.2056294882353393,56,13,43,73,214,0.41714285714285715,0.20400381315538607,0.21313904398747108,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-11
2010-11,ELIGIBLE,0.1913770585553211,122,23,99,96,313,0.5485714285714286,0.29837940896091514,0.25019201961051346,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-11
2010-11,ELIGIBLE,0.1754251700680272,121,17,104,113,417,0.6457142857142857,0.39752144899904673,0.24819283671523895,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-11
2010-11,ELIGIBLE,0.1462936758463045,124,19,105,132,522,0.7542857142857143,0.49761677788369874,0.2566689364020156,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-11
2010-11,ELIGIBLE,0.1311719051026586,231,26,205,158,727,0.9028571428571428,0.6930409914204004,0.20981615143674237,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-11
2010-11,ELIGIBLE,0.0852319318273173,339,17,322,175,1049,1.0,1.0,0.0,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-11
2010-12,ELIGIBLE,0.3317074291315068,27,5,22,5,22,0.031055900621118012,0.018739352640545145,0.012316547980572867,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-12
2010-12,ELIGIBLE,0.2707462755231136,58,13,45,18,67,0.11180124223602485,0.05706984667802385,0.054731395558000995,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-12
2010-12,ELIGIBLE,0.2496591956255188,86,15,71,33,138,0.20496894409937888,0.11754684838160136,0.08742209571777752,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-12
2010-12,ELIGIBLE,0.2203391130888445,70,11,59,44,197,0.2732919254658385,0.16780238500851788,0.10548954045732065,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-12
2010-12,ELIGIBLE,0.2056294882353393,66,9,57,53,254,0.32919254658385094,0.21635434412265758,0.11283820246119336,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-12
2010-12,ELIGIBLE,0.1913770585553211,139,17,122,70,376,0.43478260869565216,0.3202725724020443,0.11451003629360784,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-12
2010-12,ELIGIBLE,0.1754251700680272,149,24,125,94,501,0.5838509316770186,0.42674616695059625,0.15710476472642237,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-12
2010-12,ELIGIBLE,0.1462936758463045,144,18,126,112,627,0.6956521739130435,0.5340715502555367,0.1615806236575068,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-12
2010-12,ELIGIBLE,0.1311719051026586,256,24,232,136,859,0.84472049689441,0.731686541737649,0.11303395515676096,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-12
2010-12,ELIGIBLE,0.0852319318273173,340,25,315,161,1174,1.0,1.0,0.0,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2010-12
2011-01,ELIGIBLE,0.3317074291315068,22,5,17,5,17,0.026881720430107527,0.01423785594639866,0.012643864483708868,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-01
2011-01,ELIGIBLE,0.2707462755231136,50,14,36,19,53,0.10215053763440861,0.04438860971524288,0.05776192791916573,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-01
2011-01,ELIGIBLE,0.2496591956255188,80,17,63,36,116,0.1935483870967742,0.09715242881072027,0.09639595828605392,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-01
2011-01,ELIGIBLE,0.2203391130888445,82,9,73,45,189,0.24193548387096775,0.15829145728643215,0.0836440265845356,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-01
2011-01,ELIGIBLE,0.2056294882353393,67,10,57,55,246,0.2956989247311828,0.20603015075376885,0.08966877397741396,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-01
2011-01,ELIGIBLE,0.1913770585553211,146,21,125,76,371,0.40860215053763443,0.31072026800670016,0.09788188253093427,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-01
2011-01,ELIGIBLE,0.1754251700680272,151,24,127,100,498,0.5376344086021505,0.41708542713567837,0.12054898146647214,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-01
2011-01,ELIGIBLE,0.1462936758463045,146,17,129,117,627,0.6290322580645161,0.5251256281407035,0.10390662992381261,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-01
2011-01,ELIGIBLE,0.1311719051026586,292,38,254,155,881,0.8333333333333334,0.7378559463986599,0.09547738693467345,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-01
2011-01,ELIGIBLE,0.0852319318273173,344,31,313,186,1194,1.0,1.0,0.0,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-01
2011-02,ELIGIBLE,0.3317074291315068,25,2,23,2,23,0.011834319526627219,0.02037201062887511,0.008537691102247892,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-02
2011-02,ELIGIBLE,0.2707462755231136,25,5,20,7,43,0.04142011834319527,0.03808680248007086,0.0033333158631244086,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-02
2011-02,ELIGIBLE,0.2496591956255188,87,17,70,24,113,0.14201183431952663,0.10008857395925598,0.04192326036027065,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-02
2011-02,ELIGIBLE,0.2203391130888445,69,10,59,34,172,0.20118343195266272,0.15234720992028344,0.04883622203237928,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-02
2011-02,ELIGIBLE,0.2056294882353393,60,11,49,45,221,0.26627218934911245,0.19574844995571303,0.07052373939339943,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-02
2011-02,ELIGIBLE,0.1913770585553211,134,19,115,64,336,0.378698224852071,0.2976085031000886,0.08108972175198242,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-02
2011-02,ELIGIBLE,0.1754251700680272,125,19,106,83,442,0.4911242603550296,0.39149689991142606,0.09962736044360354,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-02
2011-02,ELIGIBLE,0.1462936758463045,181,23,158,106,600,0.6272189349112426,0.5314437555358724,0.09577517937537017,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-02
2011-02,ELIGIBLE,0.1311719051026586,260,31,229,137,829,0.8106508875739645,0.7342781222320638,0.07637276534190074,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-02
2011-02,ELIGIBLE,0.0852319318273173,332,32,300,169,1129,1.0,1.0,0.0,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-02
2011-03,ELIGIBLE,0.3317074291315068,30,9,21,9,21,0.04285714285714286,0.016962843295638127,0.02589429956150473,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-03
2011-03,ELIGIBLE,0.2707462755231136,49,9,40,18,61,0.08571428571428572,0.049273021001615507,0.03644126471267021,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-03
2011-03,ELIGIBLE,0.2496591956255188,85,18,67,36,128,0.17142857142857143,0.10339256865912763,0.0680360027694438,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-03
2011-03,ELIGIBLE,0.2203391130888445,93,14,79,50,207,0.23809523809523808,0.16720516962843296,0.07089006846680512,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-03
2011-03,ELIGIBLE,0.2056294882353393,66,16,50,66,257,0.3142857142857143,0.20759289176090467,0.1066928225248096,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Threshold-level tie-safe KS evidence; score ties are aggregated before cumulative shares,2011-03
