period,feature,current_rows,baseline_rows,current_mean,baseline_mean,current_missing_rate,baseline_missing_rate,psi_vs_development_baseline,status,reference_period,prior_psi,psi_change,is_current_model_period,data_layer,data_status,source_project,source_version,claim_boundary,as_of_period
2012-10,loan_amount,6263,598645,13099.493054446752,14619.716108879218,0.0,0.0,0.03737689734530848,GREEN,2014-01_to_2015-12,0.06742205332652465,-0.030045155981216168,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2012-10
2012-11,loan_amount,6382,598645,13741.201817612035,14619.716108879218,0.0,0.0,0.021718344574134615,GREEN,2014-01_to_2015-12,0.03737689734530848,-0.015658552771173867,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2012-11
2012-12,loan_amount,6066,598645,15511.11935377514,14619.716108879218,0.0,0.0,0.023721006463118956,GREEN,2014-01_to_2015-12,0.021718344574134615,0.0020026618889843403,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2012-12
2013-01,loan_amount,6872,598645,15290.217549476136,14619.716108879218,0.0,0.0,0.03208891012834972,GREEN,2014-01_to_2015-12,0.023721006463118956,0.008367903665230762,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-01
2013-02,loan_amount,7561,598645,15893.582198121941,14619.716108879218,0.0,0.0,0.049777434169927054,GREEN,2014-01_to_2015-12,0.03208891012834972,0.017688524041577336,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-02
2013-03,loan_amount,8273,598645,15428.925420041098,14619.716108879218,0.0,0.0,0.02896690110954489,GREEN,2014-01_to_2015-12,0.049777434169927054,-0.020810533060382164,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-03
2013-04,loan_amount,9419,598645,14876.926956152458,14619.716108879218,0.0,0.0,0.010695026895338366,GREEN,2014-01_to_2015-12,0.02896690110954489,-0.018271874214206524,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-04
2013-05,loan_amount,10350,598645,14303.041062801933,14619.716108879218,0.0,0.0,0.012044691544821278,GREEN,2014-01_to_2015-12,0.010695026895338366,0.0013496646494829123,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-05
2013-06,loan_amount,10899,598645,14502.557574089366,14619.716108879218,0.0,0.0,0.00986662469096334,GREEN,2014-01_to_2015-12,0.012044691544821278,-0.0021780668538579386,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-06
2013-07,loan_amount,11910,598645,14338.94416456759,14619.716108879218,0.0,0.0,0.010297858055260968,GREEN,2014-01_to_2015-12,0.00986662469096334,0.00043123336429762814,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-07
2013-08,loan_amount,12674,598645,14204.882041975698,14619.716108879218,0.0,0.0,0.009443989751318025,GREEN,2014-01_to_2015-12,0.010297858055260968,-0.0008538683039429427,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-08
2013-09,loan_amount,12987,598645,14469.171094171094,14619.716108879218,0.0,0.0,0.013142590450111895,GREEN,2014-01_to_2015-12,0.009443989751318025,0.00369860069879387,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-09
2013-10,loan_amount,14127,598645,14493.11955829263,14619.716108879218,0.0,0.0,0.012437523192691799,GREEN,2014-01_to_2015-12,0.013142590450111895,-0.0007050672574200958,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-10
2013-11,loan_amount,14720,598645,14673.418817934782,14619.716108879218,0.0,0.0,0.005234155248254161,GREEN,2014-01_to_2015-12,0.012437523192691799,-0.007203367944437638,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-11
2013-12,loan_amount,15012,598645,14924.092392752465,14619.716108879218,0.0,0.0,0.007247641904566464,GREEN,2014-01_to_2015-12,0.005234155248254161,0.002013486656312303,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2013-12
2014-01,loan_amount,15614,598645,14884.978224670167,14619.716108879218,0.0,0.0,0.017516780667633708,GREEN,2014-01_to_2015-12,0.007247641904566464,0.010269138763067244,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-01
2014-02,loan_amount,15205,598645,15044.49029924367,14619.716108879218,0.0,0.0,0.01119300667090748,GREEN,2014-01_to_2015-12,0.017516780667633708,-0.006323773996726227,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-02
2014-03,loan_amount,16194,598645,14791.705261207855,14619.716108879218,0.0,0.0,0.0020425930972897263,GREEN,2014-01_to_2015-12,0.01119300667090748,-0.009150413573617754,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-03
2014-04,loan_amount,18172,598645,14493.122661237068,14619.716108879218,0.0,0.0,0.0019516427464259635,GREEN,2014-01_to_2015-12,0.0020425930972897263,-9.095035086376276e-05,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-04
2014-05,loan_amount,18098,598645,14401.14515416068,14619.716108879218,0.0,0.0,0.005004367382580085,GREEN,2014-01_to_2015-12,0.0019516427464259635,0.0030527246361541213,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-05
2014-06,loan_amount,16186,598645,14589.807549734338,14619.716108879218,0.0,0.0,0.003401226215336683,GREEN,2014-01_to_2015-12,0.005004367382580085,-0.0016031411672434016,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-06
2014-07,loan_amount,27547,598645,14459.717029077576,14619.716108879218,0.0,0.0,0.0017408973158384614,GREEN,2014-01_to_2015-12,0.003401226215336683,-0.0016603288994982218,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-07
2014-08,loan_amount,17730,598645,14639.42611393119,14619.716108879218,0.0,0.0,0.0006141583804075562,GREEN,2014-01_to_2015-12,0.0017408973158384614,-0.0011267389354309052,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-08
2014-09,loan_amount,9960,598645,14695.89608433735,14619.716108879218,0.0,0.0,0.001787258719280984,GREEN,2014-01_to_2015-12,0.0006141583804075562,0.0011731003388734279,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-09
2014-10,loan_amount,36072,598645,14364.088489687292,14619.716108879218,0.0,0.0,0.0013604144786706755,GREEN,2014-01_to_2015-12,0.001787258719280984,-0.0004268442406103086,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-10
2014-11,loan_amount,22957,598645,14442.49030796707,14619.716108879218,0.0,0.0,0.0008333789452202241,GREEN,2014-01_to_2015-12,0.0013604144786706755,-0.0005270355334504514,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-11
2014-12,loan_amount,9367,598645,14804.729369061599,14619.716108879218,0.0,0.0,0.006623092166676106,GREEN,2014-01_to_2015-12,0.0008333789452202241,0.0057897132214558816,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2014-12
2015-01,loan_amount,32216,598645,14741.162000248323,14619.716108879218,0.0,0.0,0.001657555376564424,GREEN,2014-01_to_2015-12,0.006623092166676106,-0.004965536790111682,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-01
2015-02,loan_amount,21656,598645,14921.048439231621,14619.716108879218,0.0,0.0,0.0019899957268153068,GREEN,2014-01_to_2015-12,0.001657555376564424,0.0003324403502508828,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-02
2015-03,loan_amount,22931,598645,14822.514281976364,14619.716108879218,0.0,0.0,0.0023622600400204,GREEN,2014-01_to_2015-12,0.0019899957268153068,0.0003722643132050931,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-03
2015-04,loan_amount,31785,598645,14657.361963190184,14619.716108879218,0.0,0.0,0.0006358586988012008,GREEN,2014-01_to_2015-12,0.0023622600400204,-0.001726401341219199,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-04
2015-05,loan_amount,28711,598645,14580.472641147991,14619.716108879218,0.0,0.0,0.00022387539645757928,GREEN,2014-01_to_2015-12,0.0006358586988012008,-0.00041198330234362154,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-05
2015-06,loan_amount,25446,598645,14491.114517016427,14619.716108879218,0.0,0.0,0.00039408236011261136,GREEN,2014-01_to_2015-12,0.00022387539645757928,0.00017020696365503208,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-06
2015-07,loan_amount,41053,598645,14554.386402942539,14619.716108879218,0.0,0.0,0.0006766111806362908,GREEN,2014-01_to_2015-12,0.00039408236011261136,0.0002825288205236794,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-07
2015-08,loan_amount,31701,598645,14851.257846755623,14619.716108879218,0.0,0.0,0.001311321284578084,GREEN,2014-01_to_2015-12,0.0006766111806362908,0.0006347101039417932,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-08
2015-09,loan_amount,25150,598645,15067.15606361829,14619.716108879218,0.0,0.0,0.0035612703818272105,GREEN,2014-01_to_2015-12,0.001311321284578084,0.0022499490972491265,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-09
2015-10,loan_amount,42986,598645,14521.4744335365,14619.716108879218,0.0,0.0,0.0017973835583659982,GREEN,2014-01_to_2015-12,0.0035612703818272105,-0.0017638868234612123,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-10
2015-11,loan_amount,32907,598645,14455.514784088491,14619.716108879218,0.0,0.0,0.0023288845006459486,GREEN,2014-01_to_2015-12,0.0017973835583659982,0.0005315009422799503,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-11
2015-12,loan_amount,39001,598645,14364.327196738544,14619.716108879218,0.0,0.0,0.0063568072740382365,GREEN,2014-01_to_2015-12,0.0023288845006459486,0.0040279227733922875,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2015-12
2016-01,loan_amount,28396,598645,15338.104838709678,14619.716108879218,0.0,0.0,0.010684493377722534,GREEN,2014-01_to_2015-12,0.0063568072740382365,0.004327686103684297,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-01
2016-02,loan_amount,34597,598645,14999.93352024742,14619.716108879218,0.0,0.0,0.005487790664066121,GREEN,2014-01_to_2015-12,0.010684493377722534,-0.005196702713656413,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-02
2016-03,loan_amount,48927,598645,14713.125677029044,14619.716108879218,0.0,0.0,0.005687287337880754,GREEN,2014-01_to_2015-12,0.005487790664066121,0.00019949667381463296,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-03
2016-04,loan_amount,24099,598645,14371.206274119259,14619.716108879218,0.0,0.0,0.013660261517438757,GREEN,2014-01_to_2015-12,0.005687287337880754,0.007972974179558003,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-04
2016-05,loan_amount,18106,598645,14398.599911631503,14619.716108879218,0.0,0.0,0.007460674645359323,GREEN,2014-01_to_2015-12,0.013660261517438757,-0.006199586872079434,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-05
2016-06,loan_amount,20732,598645,14549.723856839668,14619.716108879218,0.0,0.0,0.0041761817427883865,GREEN,2014-01_to_2015-12,0.007460674645359323,-0.0032844929025709364,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-06
2016-07,loan_amount,21724,598645,13963.508101638741,14619.716108879218,0.0,0.0,0.014285110299413718,GREEN,2014-01_to_2015-12,0.0041761817427883865,0.010108928556625332,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-07
2016-08,loan_amount,22258,598645,14184.642600413334,14619.716108879218,0.0,0.0,0.009875691764781395,GREEN,2014-01_to_2015-12,0.014285110299413718,-0.004409418534632323,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-08
2016-09,loan_amount,16906,598645,14046.801431444457,14619.716108879218,0.0,0.0,0.026852802823348034,GREEN,2014-01_to_2015-12,0.009875691764781395,0.01697711105856664,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-09
2016-10,loan_amount,18952,598645,13929.6353946813,14619.716108879218,0.0,0.0,0.033413807204259675,GREEN,2014-01_to_2015-12,0.026852802823348034,0.006561004380911641,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-10
2016-11,loan_amount,18994,598645,14020.345898704854,14619.716108879218,0.0,0.0,0.02772459310434131,GREEN,2014-01_to_2015-12,0.033413807204259675,-0.005689214099918367,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-11
2016-12,loan_amount,19366,598645,13932.600950118765,14619.716108879218,0.0,0.0,0.03562132122839819,GREEN,2014-01_to_2015-12,0.02772459310434131,0.007896728124056878,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2016-12
2017-01,loan_amount,16391,598645,14499.551583185894,14619.716108879218,0.0,0.0,0.021092302236220606,GREEN,2014-01_to_2015-12,0.03562132122839819,-0.01452901899217758,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2017-01
2017-02,loan_amount,13466,598645,14648.475790880737,14619.716108879218,0.0,0.0,0.020282830660462582,GREEN,2014-01_to_2015-12,0.021092302236220606,-0.0008094715757580237,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2017-02
2017-03,loan_amount,17001,598645,14437.280159990589,14619.716108879218,0.0,0.0,0.026347314089921674,GREEN,2014-01_to_2015-12,0.020282830660462582,0.006064483429459092,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2017-03
2017-04,loan_amount,13095,598645,14366.867124856815,14619.716108879218,0.0,0.0,0.03840516545403167,GREEN,2014-01_to_2015-12,0.026347314089921674,0.012057851364109997,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2017-04
2017-05,loan_amount,16143,598645,14074.645357120733,14619.716108879218,0.0,0.0,0.03340504811534906,GREEN,2014-01_to_2015-12,0.03840516545403167,-0.005000117338682608,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2017-05
2017-06,loan_amount,15218,598645,14036.658890787226,14619.716108879218,0.0,0.0,0.039319805802245485,GREEN,2014-01_to_2015-12,0.03340504811534906,0.005914757686896421,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2017-06
2017-07,loan_amount,14942,598645,13836.69187525097,14619.716108879218,0.0,0.0,0.04981506949974629,GREEN,2014-01_to_2015-12,0.039319805802245485,0.010495263697500805,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2017-07
2017-08,loan_amount,15463,598645,13693.036603505141,14619.716108879218,0.0,0.0,0.054171579969095204,GREEN,2014-01_to_2015-12,0.04981506949974629,0.004356510469348915,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2017-08
2017-09,loan_amount,13372,598645,14621.230930302123,14619.716108879218,0.0,0.0,0.044419521773088846,GREEN,2014-01_to_2015-12,0.054171579969095204,-0.009752058196006358,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2017-09
2017-10,loan_amount,11895,598645,14339.48087431694,14619.716108879218,0.0,0.0,0.04917099348077419,GREEN,2014-01_to_2015-12,0.044419521773088846,0.004751471707685341,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2017-10
2017-11,loan_amount,12086,598645,14433.824259473771,14619.716108879218,0.0,0.0,0.05697025169379046,GREEN,2014-01_to_2015-12,0.04917099348077419,0.007799258213016275,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2017-11
2017-12,loan_amount,10045,598645,14907.090592334494,14619.716108879218,0.0,0.0,0.058545848866542,GREEN,2014-01_to_2015-12,0.05697025169379046,0.0015755971727515403,True,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2017-12
2018-01,loan_amount,8575,598645,15146.568513119533,14619.716108879218,0.0,0.0,0.05722497856836499,GREEN,2014-01_to_2015-12,0.058545848866542,-0.0013208702981770126,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2018-01
2018-02,loan_amount,6731,598645,15381.150646263557,14619.716108879218,0.0,0.0,0.04801624876144801,GREEN,2014-01_to_2015-12,0.05722497856836499,-0.009208729806916977,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2018-02
2018-03,loan_amount,7151,598645,15218.133827436723,14619.716108879218,0.0,0.0,0.060871622232672236,GREEN,2014-01_to_2015-12,0.04801624876144801,0.012855373471224223,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2018-03
2018-04,loan_amount,6905,598645,14836.549601737872,14619.716108879218,0.0,0.0,0.07117637507768829,GREEN,2014-01_to_2015-12,0.060871622232672236,0.01030475284501605,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2018-04
2018-05,loan_amount,6619,598645,14989.579241577278,14619.716108879218,0.0,0.0,0.07709324922364981,GREEN,2014-01_to_2015-12,0.07117637507768829,0.005916874145961523,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2018-05
2018-06,loan_amount,4880,598645,14871.09631147541,14619.716108879218,0.0,0.0,0.07239200291454904,GREEN,2014-01_to_2015-12,0.07709324922364981,-0.004701246309100765,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2018-06
2018-07,loan_amount,4307,598645,14718.301602043186,14619.716108879218,0.0,0.0,0.07107933794573948,GREEN,2014-01_to_2015-12,0.07239200291454904,-0.0013126649688095654,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2018-07
2018-08,loan_amount,3554,598645,14165.763927968486,14619.716108879218,0.0,0.0,0.07365970281404775,GREEN,2014-01_to_2015-12,0.07107933794573948,0.002580364868308274,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2018-08
2018-09,loan_amount,2420,598645,14552.396694214876,14619.716108879218,0.0,0.0,0.07646398606471978,GREEN,2014-01_to_2015-12,0.07365970281404775,0.0028042832506720294,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2018-09
2018-10,loan_amount,2146,598645,14011.33504193849,14619.716108879218,0.0,0.0,0.10287024129210175,AMBER,2014-01_to_2015-12,0.07646398606471978,0.026406255227381964,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2018-10
2018-11,loan_amount,1627,598645,13829.19483712354,14619.716108879218,0.0,0.0,0.11434268647877334,AMBER,2014-01_to_2015-12,0.10287024129210175,0.011472445186671593,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2018-11
2018-12,loan_amount,1245,598645,13828.43373493976,14619.716108879218,0.0,0.0,0.1961002103773108,AMBER,2014-01_to_2015-12,0.11434268647877334,0.08175752389853745,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2018-12
2007-06,pd,23,598645,0.15687718025259195,0.20682274566242986,0.0,0.0,2.11983192139544,RED,2014-01_to_2015-12,,,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2007-06
2007-07,pd,62,598645,0.17523040902847428,0.20682274566242986,0.0,0.0,0.33353998519072103,RED,2014-01_to_2015-12,2.11983192139544,-1.786291936204719,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2007-07
2007-08,pd,72,598645,0.17454019444812358,0.20682274566242986,0.0,0.0,0.2966070291528772,RED,2014-01_to_2015-12,0.33353998519072103,-0.036932956037843856,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2007-08
2007-09,pd,53,598645,0.19537297435209908,0.20682274566242986,0.0,0.0,0.3742488032205058,RED,2014-01_to_2015-12,0.2966070291528772,0.07764177406762862,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2007-09
2007-10,pd,105,598645,0.1985201901244348,0.20682274566242986,0.0,0.0,0.02492496393458527,GREEN,2014-01_to_2015-12,0.3742488032205058,-0.34932383928592053,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2007-10
2007-11,pd,112,598645,0.20363015168509652,0.20682274566242986,0.0,0.0,0.2169441058865301,AMBER,2014-01_to_2015-12,0.02492496393458527,0.19201914195194483,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2007-11
2007-12,pd,172,598645,0.19355002071174954,0.20682274566242986,0.0,0.0,0.12960592950778682,AMBER,2014-01_to_2015-12,0.2169441058865301,-0.08733817637874328,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2007-12
2008-01,pd,305,598645,0.18942194326402498,0.20682274566242986,0.0,0.0,0.09790857272528236,GREEN,2014-01_to_2015-12,0.12960592950778682,-0.03169735678250446,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2008-01
2008-02,pd,306,598645,0.19031909593681542,0.20682274566242986,0.0,0.0,0.10151412639551934,AMBER,2014-01_to_2015-12,0.09790857272528236,0.0036055536702369745,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2008-02
2008-03,pd,402,598645,0.19155371890563594,0.20682274566242986,0.0,0.0,0.11876961532916534,AMBER,2014-01_to_2015-12,0.10151412639551934,0.017255488933646007,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2008-03
2008-04,pd,259,598645,0.19228213109023687,0.20682274566242986,0.0,0.0,0.043623724669083916,GREEN,2014-01_to_2015-12,0.11876961532916534,-0.07514589066008143,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2008-04
2008-05,pd,115,598645,0.19216097760845197,0.20682274566242986,0.0,0.0,0.1719392548746711,AMBER,2014-01_to_2015-12,0.043623724669083916,0.12831553020558717,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2008-05
2008-06,pd,124,598645,0.182400299909751,0.20682274566242986,0.0,0.0,0.18549569991124,AMBER,2014-01_to_2015-12,0.1719392548746711,0.013556445036568887,False,Observed,Derived,P3/P6,Project2_CreditPortfolioMonitoring_GoldCandidate_v2_1_4,Period-level feature drift with fixed baseline bins,2008-06
